name,p,proj,full_cov,complex_weights,complex_real,ahle,tree,mae,mse,abs_err_std,abs_sq_err_std
Ahle et al. Tree Rademacher Comp.,2,rademacher,False,True,False,True,True,0.8227419853210449,1.5850156545639038,0.9529492259025574,6.098771095275879
Ahle et al. Tree Rademacher Comp.,3,rademacher,False,True,False,True,True,1.0742402076721191,5.06003999710083,1.9763734340667725,46.83607864379883
Ahle et al. Tree Rademacher Comp.,4,rademacher,False,True,False,True,True,1.128909707069397,5.711387634277344,2.10640811920166,42.635467529296875
Ahle et al. Tree Rademacher Comp.,5,rademacher,False,True,False,True,True,1.1841175556182861,6.140491485595703,2.1767780780792236,52.40079116821289
Ahle et al. Tree Rademacher Comp.,6,rademacher,False,True,False,True,True,1.451744794845581,14.772921562194824,3.5588443279266357,137.2522430419922
Ahle et al. Tree Rademacher Comp.,7,rademacher,False,True,False,True,True,1.6152533292770386,49.39839172363281,6.840277194976807,848.0357666015625
Ahle et al. Tree Rademacher Comp.,8,rademacher,False,True,False,True,True,2.056884288787842,181.88063049316406,13.32854175567627,3545.52490234375
Ahle et al. Tree Rademacher Comp.,9,rademacher,False,True,False,True,True,2.052187442779541,396.5159606933594,19.80668830871582,11509.8671875
Ahle et al. Rademacher,1,rademacher,False,False,False,True,False,0.7332499027252197,0.9798591136932373,0.6649843454360962,2.5444562435150146
Ahle et al. Rademacher,2,rademacher,False,False,False,True,False,1.125905990600586,4.734494686126709,1.8619434833526611,34.2519645690918
Ahle et al. Rademacher,3,rademacher,False,False,False,True,False,1.344511866569519,11.49271297454834,3.112075090408325,125.99203491210938
Ahle et al. Rademacher,4,rademacher,False,False,False,True,False,1.508689284324646,25.307722091674805,4.799124717712402,366.0047607421875
Ahle et al. Rademacher,5,rademacher,False,False,False,True,False,1.4693822860717773,19.122610092163086,4.118681907653809,267.20166015625
Ahle et al. Rademacher,6,rademacher,False,False,False,True,False,1.153833031654358,6.2804036140441895,2.2246522903442383,84.61756896972656
Ahle et al. Rademacher,7,rademacher,False,False,False,True,False,1.9979207515716553,306.5437316894531,17.394031524658203,8304.8740234375
Ahle et al. Rademacher,8,rademacher,False,False,False,True,False,2.121915578842163,317.609619140625,17.694841384887695,7534.16552734375
Ahle et al. Rademacher,9,rademacher,False,False,False,True,False,2.763218402862549,1066.5194091796875,32.5405158996582,23687.208984375
Ahle et al. Rademacher Comp.,1,rademacher,False,True,False,True,False,0.5296873450279236,0.473247766494751,0.43895241618156433,1.0115158557891846
Ahle et al. Rademacher Comp.,2,rademacher,False,True,False,True,False,0.8227419853210449,1.5850156545639038,0.9529492259025574,6.098771095275879
Ahle et al. Rademacher Comp.,3,rademacher,False,True,False,True,False,1.0096122026443481,3.3921399116516113,1.5403978824615479,20.598787307739258
Ahle et al. Rademacher Comp.,4,rademacher,False,True,False,True,False,1.1031537055969238,5.938835144042969,2.1729912757873535,60.246673583984375
Ahle et al. Rademacher Comp.,5,rademacher,False,True,False,True,False,1.2165552377700806,5.962222576141357,2.1171255111694336,44.41059494018555
Ahle et al. Rademacher Comp.,6,rademacher,False,True,False,True,False,1.114970088005066,3.667922019958496,1.5571659803390503,21.59967041015625
Ahle et al. Rademacher Comp.,7,rademacher,False,True,False,True,False,1.6620558500289917,67.79450988769531,8.064250946044922,1320.5836181640625
Ahle et al. Rademacher Comp.,8,rademacher,False,True,False,True,False,1.87476646900177,124.7557144165039,11.01095199584961,2431.509033203125
Ahle et al. Rademacher Comp.,9,rademacher,False,True,False,True,False,1.691290259361267,39.580841064453125,6.059737205505371,542.0991821289062
