dataset,kernel,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.0744857788086,1.4142135381698608,7163.84130859375,0.8144722580909729,40,0,"[1, 8, 30]",0.001,0.0018239021301269531,2.1395041942596436,16
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.68101501464844,1.4142135381698608,8565.9892578125,0.9296307563781738,40,0,"[1, 8, 30]",0.001,0.001628875732421875,2.3413748741149902,17
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.57672119140625,1.4142135381698608,7702.55419921875,0.8467167615890503,40,0,"[1, 8, 30]",0.001,0.0016961097717285156,2.255870819091797,18
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.126953125,1.4142135381698608,7465.6328125,0.79290771484375,40,0,"[1, 8, 30]",0.001,0.0016109943389892578,2.473806142807007,19
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.30150604248047,1.4142135381698608,7017.7353515625,0.990174412727356,40,0,"[1, 1, 1, 7, 29]",0.001,0.002301931381225586,5.036685943603516,0
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.71233367919922,1.4142135381698608,7043.03173828125,0.9846638441085815,40,0,"[1, 1, 1, 7, 29]",0.001,0.0024099349975585938,5.013485908508301,1
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.1388168334961,1.4142135381698608,6962.01171875,0.9655239582061768,40,0,"[1, 1, 1, 7, 29]",0.001,0.002357006072998047,5.303902864456177,2
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.05628967285156,1.4142135381698608,7055.935546875,0.9720731973648071,40,0,"[1, 1, 1, 7, 29]",0.001,0.003849029541015625,5.0963029861450195,3
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.27174377441406,1.4142135381698608,7242.26171875,0.9797112345695496,40,0,"[1, 1, 1, 7, 29]",0.001,0.004178285598754883,5.117264986038208,4
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.52265930175781,1.4142135381698608,7307.865234375,0.9708437323570251,40,0,"[1, 1, 1, 7, 29]",0.001,0.002637624740600586,5.097797155380249,5
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.63483428955078,1.4142135381698608,7501.439453125,0.9828979969024658,40,0,"[1, 1, 1, 7, 29]",0.001,0.003348112106323242,5.005547046661377,6
