proj,complex_real,hierarchical,D,error_prob
srht,1.0,0.0,704.0,0.02410000003874302
srht,1.0,0.0,768.0,0.017733333632349968
srht,1.0,0.0,832.0,0.015200000256299973
srht,1.0,0.0,896.0,0.011766666546463966
srht,1.0,0.0,960.0,0.010900000110268593
srht,1.0,0.0,1024.0,0.008366666734218597
srht,1.0,0.0,1088.0,0.008700000122189522
srht,1.0,0.0,1152.0,0.0066999997943639755
srht,1.0,0.0,1216.0,0.00573333352804184
srht,1.0,0.0,1280.0,0.0044999998062849045
srht,1.0,0.0,1344.0,0.0038999998942017555
srht,1.0,0.0,1408.0,0.0032333333510905504
srht,1.0,0.0,1472.0,0.003566666739061475
srht,1.0,0.0,1536.0,0.0025333333760499954
srht,1.0,0.0,1600.0,0.0019666666630655527
srht,1.0,0.0,1664.0,0.00139999995008111
srht,1.0,0.0,1728.0,0.001500000013038516
srht,1.0,0.0,1792.0,0.0012333333725109696
srht,1.0,0.0,1856.0,0.0012000000569969416
