proj,complex_real,hierarchical,D,error_prob
srht,1.0,0.0,1088.0,0.0047333333641290665
srht,1.0,0.0,1152.0,0.003633333370089531
srht,1.0,0.0,1216.0,0.004333333112299442
srht,1.0,0.0,1280.0,0.003433333244174719
srht,1.0,0.0,1344.0,0.003433333244174719
srht,1.0,0.0,1408.0,0.002899999963119626
srht,1.0,0.0,1472.0,0.00283333333209157
srht,1.0,0.0,1536.0,0.002233333420008421
srht,1.0,0.0,1600.0,0.0017333333380520344
srht,1.0,0.0,1664.0,0.00139999995008111
srht,1.0,0.0,1728.0,0.0019000000320374966
srht,1.0,0.0,1792.0,0.0016666667070239782
srht,1.0,0.0,1856.0,0.0016333333915099502
